"address","geohash","s2","addr_res","gh_res","s2_res","tp"
"Proyek Bangunan Pa Ace, Jalan Batu Tulis XIV No. 18, RT.5/RW.2, Kb. Klp, Kebon Kelapa, Gambir, Kota Jakarta Pusat, Dki Jakarta 10120, Indonesia","qqguyvc858z2","5a0d27da3c02429f","[2,1110,1483,834,8420,4,6,99,4759,1165,7,172,4,52,11,33,4,1587,2747,4,139,112,4,836,4,8,15,127,4,20,15,7296,4,5,3,1,1]","[2,4,4,7,6,17,13,30,8,24,8,14,15,3]","[2,4,5,7,6,11,9,6,5,13,18,7,11,19,11,10,12,3]","test"
"Ngampel Joho, Joho, Tulungagung, Kab. Tulungagung, Jawa Timur 66211, Indonesia","qqx9dbh686q0","5a1c4e36e9098b3f","[2,5618,4592,4,4592,4,396,4,9,396,4,10,13,10799,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,9,32,33,19,12,18,8,18,4,10,3]","[2,4,5,8,18,19,15,13,17,15,10,7,10,16,14,13,12,3]","train"
"Jalan Untung Suropati Gang Umar No. 67, RT.2/RW.7, Cimone Jaya, Karawaci, Kota Tangerang, Banten 15114, Indonesia","qqguf1scfnbr","5a72d54e36b1ee13","[2,6,2668,2369,17,946,7,937,4,27,11,65,4,3953,47,4,592,4,8,29,4,23,3850,4,5,3,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,7,6,26,27,23,30,26,22,19,11,3]","[2,4,5,9,11,6,4,19,15,13,17,14,8,15,15,8,13,3]","test"
"Koperasi Purnayudha, Jalan Lpmp Ngajeg, Tirto Martani, Kalasan, Kab. Sleman, Di Yogyakarta 55571, Indonesia","qqwecg4qk600","5a1ae244e4d8d867","[2,2552,35986,4,6,28874,0,4,1613,9210,4,2090,4,9,160,4,82,70,2827,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,5,35,30,7,21,4,34,18,10,10,3]","[2,4,5,8,5,15,11,19,19,15,19,6,16,6,16,17,9,3]","train"
"Warung Andri, Jalan Borobudur, Cibaduyut Kidul, Bojongloa Kidul, Kota Bandung, Jawa Barat 40239, Indonesia","qqu82m1t9024","5a0d99dc90d2d381","[2,69,11823,4,6,2638,4,2553,141,4,832,141,4,8,37,4,10,12,13923,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,6,8,15,25,27,20,32,10,15,21,3]","[2,4,5,7,6,10,10,6,18,10,7,6,11,6,13,16,8,3]","test"
"Jalan Diponegoro No. 47, RT.2/RW.3, Kel. Tambak Bayan, Ponorogo, Kab. Ponorogo, Jawa Timur 63519, Indonesia","qqx70rg834b4","5a1c87e6df0de465","[2,6,935,7,533,4,27,11,35,4,342,401,3395,4,515,4,9,515,4,10,13,0,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,9,31,10,11,7,8,29,21,19,21,3]","[2,4,5,8,18,16,9,15,17,6,12,7,6,15,19,17,4,3]","train"
"Jalan S Parman No. 34, RT.2/RW.6, Wonokarto, Wonogiri, Kab. Wonogiri, Jawa Tengah 57615, Indonesia","qqwgeu738902","5a1b72dd36218729","[2,6,413,1488,7,374,4,27,11,59,4,17727,4,1176,4,9,1176,4,10,19,12092,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,5,7,35,6,31,29,8,32,10,15,3]","[2,4,5,8,14,9,11,6,6,13,17,11,8,16,9,11,10,3]","train"
"Gang Swadaya No. 1, RT.1/RW.11, Pasireurih, Tamansari, Kab. Bogor, Jawa Barat 16610, Indonesia","qqgfjmb9yrzh","5a0d31e65b4ce85f","[2,17,480,7,41,4,25,11,145,4,18775,4,656,4,9,34,4,10,12,787,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,7,26,28,25,19,32,17,11,14,12,3]","[2,4,5,7,6,13,8,15,17,4,14,19,18,15,16,4,12,3]","train"
"Lamban Classic, Jalan Prof Haji Agus Salim No. F9, Sukadana Ham, Tanjung Karang Barat, Kota Bandar Lampung, Lampung 35156, Indonesia","qr4c4whtbnzz","5a73e6f76737b713","[2,28580,16717,4,6,1021,208,1006,1193,7,5009,4,2319,9341,4,57,103,12,4,8,116,42,4,42,12179,4,5,3,1,1,1,1,1,1,1,1,1]","[2,4,11,21,30,21,5,12,20,19,22,14,14,3]","[2,4,5,9,13,15,17,12,9,17,9,13,9,14,9,8,13,3]","val"
"Jalan Kemang Timur Raya No. 29a, Bangka, Mampang Prapatan, Kota Jakarta Selatan, Dki Jakarta 12730, Indonesia","qqguqude99b0","5a0d26218215616d","[2,6,534,13,22,7,5777,4,171,4,460,535,4,8,15,16,4,20,15,4258,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,7,6,4,6,33,35,32,32,19,10,3]","[2,4,5,7,6,11,17,11,8,16,11,8,4,17,8,17,6,3]","train"
"Jalan Yasaadi No. 3, RT.2/RW.1, Kampung Sapan, Rancaekek, Kab. Bandung, Jawa Barat 40394, Indonesia","qqu85z56y5jd","5a0d93785714a573","[2,6,0,7,58,4,27,11,32,4,40,7478,4,821,4,9,37,4,10,12,1289,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,6,8,24,14,24,18,17,24,28,33,3]","[2,4,5,7,6,10,13,9,16,4,9,8,19,5,4,9,13,3]","train"
"Kios Burung Alif, Jalan Sapan, RT.2/RW.8, Kp Tawang Heman, Rancakasumba, Solokan Jeruk, Kab. Bandung, Jawa Barat 40387, Indonesia","qqu853v0xm5b","5a0d9393fc9e490d","[2,774,2125,5862,4,6,7478,4,27,11,73,4,135,1480,0,4,17437,4,4511,238,4,9,37,4,10,12,18006,4,5,3,1,1,1,1,1,1,1]","[2,4,4,6,8,24,29,13,10,9,25,24,19,3]","[2,4,5,7,6,10,13,10,13,12,18,10,15,19,10,7,6,3]","train"
"Arunika Ponsel, Jalan Durung No. 14, Kelurahan Sidorejo, Medan Tembung, Kota Medan, Sumatera Utara 20221, Indonesia","w0whtch42pkr","5078e33c57991bdf","[2,0,1930,4,6,10880,7,164,4,30,781,4,46,557,4,8,46,4,21,18,2736,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,5,10,5,12,20,30,12,21,15,16,34,11,3]","[2,4,7,9,16,15,13,13,18,4,9,10,10,8,14,6,12,3]","train"
"Bapak Lana, Jalan Jambon No. 1, RT.2/RW.10, Kelurahan Padurenan, Mustika Jaya, Kota Bekasi, Jawa Barat 17156, Indonesia","qquh49tk2u0t","5a0d2213888ef67f","[2,414,26568,4,6,5767,7,41,4,27,11,113,4,30,1376,4,343,47,4,8,28,4,10,12,2248,4,5,3,1,1,1,1,1,1,1,1,1]","[2,4,4,6,12,21,32,20,34,15,6,10,20,3]","[2,4,5,7,6,11,11,8,13,16,16,16,15,12,17,9,12,3]","train"
"Tukang Bubur, Jalan Kampung Irian Gang XXIII No. 34, RT.12/RW.6, Serdang, Kemayoran, Kota Jakarta Pusat, Dki Jakarta 10610, Indonesia","qqguzxp4xfq5","5a0d2707f3075561","[2,1207,3245,4,6,40,3186,17,5668,7,374,4,211,11,59,4,159,4,490,4,8,15,127,4,20,15,2431,4,5,3,1,1,1,1,1,1,1]","[2,4,4,7,6,14,9,16,21,9,26,4,24,3]","[2,4,5,7,6,11,9,7,9,12,13,7,9,4,4,17,8,3]","train"
"Bali Resort Serpong Cluster D Lovina, Blok C3 No. 11, Rawakalong, Gunung Sindur, Kab. Bogor, Jawa Barat, Indonesia","qqggu0ksqu48","5a0d2bf4f93bc0d9","[2,77,2804,192,118,144,13512,4,14,915,7,128,4,2655,4,89,837,4,9,34,4,10,12,4,5,3,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,7,7,6,10,34,23,4,6,21,8,3]","[2,4,5,7,6,11,14,12,19,12,10,13,14,18,7,6,10,3]","test"
"Bukit Cimanggu City, Jalan Bukit Cimanggu Blok O 7 No. 4, Cibadak, Tanah Sereal, Kota Bogor, Jawa Barat 16162, Indonesia","qqgfvbem9x4v","5a0d2fb55ead78d5","[2,104,1335,245,4,6,104,1335,14,899,95,7,80,4,865,4,131,581,4,8,34,4,10,12,6149,4,5,3,1,1,1,1,1,1,1,1,1]","[2,4,4,7,26,13,19,35,25,32,9,21,13,3]","[2,4,5,7,6,11,12,14,4,4,15,5,6,9,16,6,4,3]","test"
"Pangkalan Ojeg Dang Dang, Jalan Raya Cijapati Gang Pa Aang, RT.3/RW.2, Kp. Bojonggenggong, Desa Ciluluk, Cikancung, Kab. Bandung, Jawa Barat 40396, Indonesia","qqu8j2bytv0s","5a0decc45becfbc3","[2,354,11691,13505,13505,4,6,22,25766,17,834,17918,4,31,11,33,4,117,0,4,26,18781,4,3997,4,9,37,4,10,12,4541,4,5,3,1,1,1]","[2,4,4,6,8,28,15,19,17,20,13,10,23,3]","[2,4,5,7,6,15,18,18,19,4,14,15,18,12,14,18,13,3]","train"
"Captura Studio, Jalan Sudirman No. 2, Lawangirung, Wanea, Kota Manado, Sulawesi Utara 95116, Indonesia","wb2b2z7244up","5781ed13a0b5ddab","[2,0,2084,4,6,325,7,39,4,31463,4,4851,4,8,676,4,63,18,13970,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,5,19,15,19,15,14,31,15,21,21,6,16,3]","[2,4,9,16,8,15,6,8,13,5,7,14,4,6,6,5,14,3]","train"
"Jalan Meranti Raya No. 304, Srondol Wetan, Banyumanik, Kota Semarang, Jawa Tengah 50264, Indonesia","qqwxb8y6qf9g","5a1ad9d38b192ca1","[2,6,1841,22,7,11799,4,4287,162,4,1025,4,8,84,4,10,19,7509,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,5,9,19,8,17,18,4,26,32,7,3]","[2,4,5,8,5,6,10,6,13,16,14,8,10,11,18,5,8,3]","train"
"Dusun Cipacing Keratif, Gang Hj Danu, RT.3/RW.2, Cipacing Kreatif, Cipacing, Jatinangor, Kab. Sumedang, Jawa Barat 45363, Indonesia","qqu8kpujvrzz","5a0d949bbe72c2b9","[2,55,9383,0,4,17,258,15117,4,31,11,33,4,9383,19673,4,9383,4,1578,4,9,336,4,10,12,2030,4,5,3,1,1,1,1,1,1,1,1]","[2,4,4,6,8,34,16,6,28,13,11,14,14,3]","[2,4,5,7,6,10,19,10,14,14,15,9,11,18,11,14,10,3]","train"
"Kantor Sekretariat, Jalan Gading Elok III, /RW.12, Kelapa Gading Timur, Kelapa Gading, Kota Jakarta Utara, Dki Jakarta 14240, Indonesia","qquhbthkv3yt","5a0d2729e9177571","[2,201,5860,4,6,150,1133,71,4,143,11,170,4,112,150,13,4,112,150,4,8,15,18,4,20,15,1022,4,5,3,1,1,1,1,1,1,1]","[2,4,4,6,12,19,20,12,34,13,29,17,20,3]","[2,4,5,7,6,11,9,11,10,15,10,8,9,9,4,9,8,3]","train"
"Sd Negeri 66 Manado, Jalan Wz Yohanes, Bumi Nyiur, Wanea, Kota Manado, Sulawesi Utara 95116, Indonesia","wb2b318g1ks0","5781ecde07d4774f","[2,445,783,856,676,4,6,0,20810,4,140,5216,4,4851,4,8,676,4,63,18,13970,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,5,19,15,19,29,27,8,7,27,34,23,10,3]","[2,4,9,16,8,15,18,6,15,7,9,6,19,9,9,19,12,3]","test"
"Perumahan Harmoni 9 Extenxion, Blok A10 No. 39, Lulut, Klapa Nunggal (Kelapa Nunggal), Kab. Bogor, Jawa Barat 16310, Indonesia","qqu561s20kqz","5a0d22e187868903","[2,24,816,109,0,4,14,2503,7,407,4,2883,4,971,474,53,112,474,54,4,9,34,4,10,12,1246,4,5,3,1,1,1,1,1,1,1,1]","[2,4,4,6,24,18,27,23,15,10,34,4,14,3]","[2,4,5,7,6,11,11,15,8,16,9,16,17,16,10,7,13,3]","train"
"Pt Mandjur Sehat Abadi, Jalan Hos Cokroaminoto No. 1, RT.1/RW.3, Gondangdia, Menteng, Kota Jakarta Pusat, Dki Jakarta 10350, Indonesia","qqguycx0x6u0","5a0d27cdb9f9658b","[2,333,0,3630,702,4,6,2409,2057,7,41,4,25,11,35,4,6829,4,323,4,8,15,127,4,20,15,10762,4,5,3,1,1,1,1,1,1,1]","[2,4,4,7,6,17,30,9,10,9,18,6,10,3]","[2,4,5,7,6,11,9,18,6,14,10,12,10,17,4,16,14,3]","train"
"Jalan Pagi Sore, Ompu Raja Hutapea Timur, Balige, Kab. Toba Samosir, Sumatera Utara 22313, Indonesia","w0qt2pc6c9tm","5078cc7a7f27c8d5","[2,6,3520,10526,4,22913,497,29944,13,4,5564,4,9,3003,4233,4,21,18,0,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,5,10,4,20,15,16,30,18,30,32,20,25,3]","[2,4,7,9,16,18,18,9,5,9,12,11,9,18,16,6,4,3]","test"
"Jalan Wijaya Kusuma Gang Bugenvil No. 1, RT.2/RW.1, Dinuk, Kramat, Kab. Tegal, Jawa Tengah 52181, Indonesia","qqv8uhx8hbje","5a0fd9805bebb6db","[2,6,606,572,17,15025,7,41,4,27,11,32,4,37930,4,267,4,9,124,4,10,19,3214,4,5,3,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,13,8,6,12,9,8,12,19,28,35,3]","[2,4,5,7,12,6,10,16,7,4,14,15,14,14,17,6,14,3]","train"
"Perumahan Bumi Karawang Residence, Blok C4 No. 14, Cengkong, Purwasari, Kab. Karawang, Jawa Barat 41376, Indonesia","qqu7gf36tvvt","5a0da800668b850d","[2,24,140,85,105,4,14,1171,7,164,4,1985,4,1128,4,9,85,4,10,12,1623,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,6,31,7,26,29,18,20,13,13,20,3]","[2,4,5,7,6,5,16,7,7,17,17,16,14,16,4,7,6,3]","train"
"Perumahan Lentera Abadi, Jalan Raya Tribungan Blok A1 No. 4, Mangaran, Mangaran, Kab. Situbondo, Jawa Timur 68363, Indonesia","qw9h7n2cw9pk","59f6c0b7b6658453","[2,24,14194,702,4,6,22,0,14,594,7,80,4,10068,4,10068,4,9,876,4,10,13,17855,4,5,3,1,1,1,1,1,1,1,1,1,1,1]","[2,4,5,32,12,31,22,15,30,5,32,16,34,3]","[2,4,10,12,17,18,7,14,9,14,17,17,4,16,19,4,13,3]","test"
"Burger Baba Randz, Jalan Bengkel No. 6, Pulo Brayan Bengkel, P Berayan Bengkel, Medan Timur, Kota Medan, Sumatera Utara 20239, Indonesia","w0whtq5v67tm","5078fcd273e34289","[2,8298,9767,0,4,6,218,7,91,4,229,3744,218,4,371,2806,218,4,46,13,4,8,46,4,21,18,4336,4,5,3,1,1,1,1,1,1,1]","[2,5,10,5,12,20,4,24,13,18,31,20,25,3]","[2,4,7,9,16,12,18,6,11,9,13,15,13,19,11,16,10,3]","test"
"Jalan Monco Kerto VII No. 2, RT.5/RW.13, Utan Kayu Selatan, Matraman, Kota Jakarta Timur, Dki Jakarta 13120, Indonesia","qqguxyck0jqx","5a0d26f8cea05b4b","[2,6,0,5955,243,7,39,4,52,11,213,4,1042,338,16,4,1117,4,8,15,13,4,20,15,3317,4,5,3,1,1,1,1,1,1,1,1,1]","[2,4,4,7,6,9,17,30,34,10,28,4,9,3]","[2,4,5,7,6,11,17,12,16,18,15,5,7,4,14,19,14,3]","train"
"Rahayu 277 Cellular, Jalan Siulan No. 2, Kelurahan Penatih, Denpasar Timur, Kota Denpasar, Bali 80237, Indonesia","qw3yyrnp64pf","59f235d9835a7a83","[2,679,12652,6128,4,6,14977,7,39,4,30,6633,4,130,13,4,8,130,4,77,3853,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,5,29,17,17,11,22,16,18,21,16,26,3]","[2,4,10,12,11,13,4,6,10,16,13,4,5,9,5,16,13,3]","train"
"Jalan Kriyan, RT.1/RW.6, Keboguyang, Jabon, Kab. Sidoarjo, Jawa Timur 61276, Indonesia","qw8jj4tby3vs","5a1d811283cffc1b","[2,6,17650,4,25,11,59,4,0,4,2565,4,9,93,4,10,13,8726,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,5,8,28,28,21,20,19,17,29,13,23,3]","[2,4,5,8,6,16,8,8,11,16,13,18,12,12,18,8,14,3]","train"
"Perumahan Jatijajar, Blok D10 No. 6, Jatijajar, Cimanggis, Kota Depok, Jawa Barat 16452, Indonesia","qqggrxzgc6td","5a0d25ae0d81e56f","[2,24,2226,4,14,3662,7,91,4,2226,4,443,4,8,67,4,10,12,2362,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,7,7,11,9,14,7,30,18,20,33,3]","[2,4,5,7,6,11,4,5,15,7,6,16,8,15,4,17,12,3]","test"
"Rumah Bu Kalim, RT.1/RW.6, Dsn. Nanggalan, Desa. Babadan, Paron, Kab. Ngawi, Jawa Timur 63253, Indonesia","qqxjm5e5knwk","5a1c9ce640726c01","[2,68,183,0,4,25,11,59,4,807,0,4,658,2128,4,4916,4,9,670,4,10,13,7097,4,5,3,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,9,28,25,24,35,24,34,22,5,34,3]","[2,4,5,8,18,10,18,15,17,19,7,9,11,17,18,7,8,3]","val"
"Jalan Sultan Agung Gang M Bangsawan No. 72, RT.5/RW.5, Labuhan Ratu, Kota Bandar Lampung, Lampung 35142, Indonesia","qr4c7ktdymt6","5a73e63c46b08ffb","[2,6,554,149,17,250,22697,7,938,4,52,11,49,4,351,383,4,8,116,42,4,42,3130,4,5,3,1,1,1,1,1,1,1,1,1,1,1]","[2,4,11,21,30,31,34,20,33,17,25,20,18,3]","[2,4,5,9,13,15,17,13,18,19,17,14,7,16,12,12,14,3]","train"
"Cluster Agate, No. C5, Bojong Nangka, Kelapa Dua, Kab. Tangerang, Banten 15810, Indonesia","qqgu3sk7s395","5a72d51a836c802b","[2,118,30334,4,7,1204,4,193,485,4,112,169,4,9,29,4,23,429,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,7,6,29,23,34,31,23,29,32,24,3]","[2,4,5,9,11,6,4,8,5,16,13,17,18,16,7,11,14,3]","test"
"Louis Kienne Pemuda, Jalan Pemuda No. 45 51, Pandansari, Semarang Tengah, Kota Semarang, Jawa Tengah 50131, Indonesia","qqy82dktpuch","5a1ad707cb1ad409","[2,0,0,967,4,6,967,7,440,573,4,5071,4,84,19,4,8,84,4,10,19,5986,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,17,8,15,33,34,20,16,6,30,12,3]","[2,4,5,8,5,6,9,7,9,18,14,8,5,6,19,7,10,3]","train"
"Perumahan Sangsit Permai, Blok 3 No. 71, Sangsit, Sawan, Kab. Buleleng, Bali 81171, Indonesia","qw9cujkd2v46","59f22adf57369e47","[2,24,16753,92,4,14,58,7,1004,4,16753,4,6561,4,9,470,4,77,7166,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,5,32,30,6,28,34,33,15,13,21,18,3]","[2,4,10,12,11,11,5,6,12,4,9,13,17,10,15,19,9,3]","train"
"Komplek Bpt Timur, Jalan Raya Pajajaran No. 23, RT.3/RW.6, Babakan, Bogor Tengah - Kota, Kota Bogor, Jawa Barat 16121, Indonesia","qqgfw8bp3ny5","5a0d2fe16a97fc77","[2,88,0,13,4,6,22,2175,7,227,4,31,11,59,4,174,4,34,19,239,8,4,8,34,4,10,12,6596,4,5,3,1,1,1,1,1,1]","[2,4,4,7,26,5,8,19,16,29,22,17,24,3]","[2,4,5,7,6,11,12,15,8,17,5,10,9,12,18,9,9,3]","train"
"Foto Fotocopy Anggi, Jalan Gunung Batu Raya, Sungsum, Tebing Tinggi, Kab. Balangan, Kalimantan Selatan 71667, Indonesia","qxd4n6wv8nx4","59fcabd3082e7ad1","[2,2594,2145,9485,4,6,89,99,22,4,0,4,804,436,4,9,1928,4,44,16,32371,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,9,33,21,22,18,5,13,8,22,9,21,3]","[2,4,10,12,18,5,14,6,13,7,16,11,15,9,5,6,8,3]","train"
"Jalan Veteran Gang Duku No. 21, RT.2/RW.1, Paritlalang, Parit Lalang, Rangkui, Kota Pangkal Pinang, Bangka Belitung 33137, Indonesia","qre7yd6m56xv","5a74e1c6328101e3","[2,6,766,17,2061,7,202,4,27,11,32,4,32427,4,1058,1802,4,2890,4,8,539,134,4,171,232,17639,4,5,3,1,1,1,1,1,1,1,1]","[2,4,11,35,31,17,33,18,25,24,18,9,13,3]","[2,4,5,9,19,15,8,18,17,13,11,16,8,7,8,15,13,3]","train"
"Tokoh Erni, Bagan Batu, Bagan Sinembah, Kab. Rokan Hilir, Riau 28992, Indonesia","w0r99wtmxqhg","507fdf8b13c60245","[2,4096,12772,4,2335,99,4,2335,4695,4,9,2294,285,4,50,5553,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,5,10,11,32,32,5,20,25,9,4,12,7,3]","[2,4,7,9,12,6,12,16,14,8,13,18,17,7,11,19,4,3]","train"
"Jalan Nenas Gang Rahmat I, RT.1/RW.4, Kampung Tengah, Sukajadi, Kota Pekanbaru, Riau 28121, Indonesia","w204umhstqu8","5081d17ad94e5d2b","[2,6,8907,17,1469,36,4,25,11,43,4,40,19,4,629,4,8,151,4,50,6164,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,5,15,10,21,6,25,12,23,20,4,6,8,3]","[2,4,7,16,8,6,8,9,5,6,10,19,15,4,6,11,14,3]","test"
"Gang Satira, RT.5, Pasarsore Kanugrahan, Jangkungsomo, Maduran, Kab. Lamongan, Jawa Timur 62266, Indonesia","qqzb723cews0","5a1d1401c85cce31","[2,17,0,4,52,4,0,0,4,0,4,10670,4,9,368,4,10,13,13777,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,14,19,31,15,29,30,35,5,23,10,3]","[2,4,5,8,6,8,19,7,8,18,16,4,18,18,15,13,8,3]","train"
"Jalan Bronggalan 2 F No. 38, Pacarkembang, Tambaksari, Kota Surabaya, Jawa Timur 60132, Indonesia","qw8nwnmns7sn","5a1d7e17951c143d","[2,6,9712,39,241,7,381,4,4015,4,788,4,8,61,4,10,13,4064,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,5,8,22,5,22,25,22,23,31,23,22,3]","[2,4,5,8,6,9,15,8,9,10,4,8,18,8,19,13,6,3]","train"
"Rumah Ir Sumaryana, Jalan Adi Sucipto No. 1a, RT.24, Sukodadi, Sukarami, Kota Palembang, Sumatera Selatan 30151, Indonesia","qr6rqqrbzbng","5a7692bd53b5acf1","[2,68,701,0,4,6,1218,2325,7,846,4,1026,4,2646,4,614,4,8,102,4,21,16,1181,4,5,3,1,1,1,1,1,1,1,1,1,1,1]","[2,4,11,18,11,4,4,11,19,14,19,22,7,3]","[2,4,5,9,17,10,11,14,6,4,13,14,4,5,18,12,8,3]","train"
"Pt Sanova Cibitung, Jalan Raya Cikedokan, /RW.13, Sukadanau, Cikarang Barat, Kab. Bekasi, Jawa Barat 17842, Indonesia","qquhm1tds1y9","5a0d195f6f90573d","[2,333,0,353,4,6,22,5603,4,143,11,213,4,5774,4,120,12,4,9,28,4,10,12,5104,4,5,3,1,1,1,1,1,1,1,1,1,1]","[2,4,4,6,12,25,27,20,33,23,27,17,32,3]","[2,4,5,7,6,8,10,4,12,17,12,10,7,4,9,13,6,3]","test"
"Perumahan Triraksa Village 2, Gang Makmur III Blok Q2 No. 39, Munjul, Solear, Kab. Tangerang, Banten 15730, Indonesia","qqgsq7ve4xx0","5a72d7ee8a5248a3","[2,24,8593,666,39,4,17,347,71,14,9273,7,407,4,1510,4,1889,4,9,29,4,23,1055,4,5,3,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,7,23,4,31,13,35,21,9,9,10,3]","[2,4,5,9,11,6,9,15,15,16,5,4,11,19,16,5,13,3]","train"
"Kantor Diskominfo, Jalan Mastrip No. 5, Latsari, Tuban, Kab. Tuban, Jawa Timur 62311, Indonesia","qqz8txs0uu1d","5a1d1f8371671a37","[2,201,37081,4,6,2959,7,72,4,9590,4,434,4,9,434,4,10,13,7861,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,14,8,20,9,23,10,6,6,27,33,3]","[2,4,5,8,6,8,12,16,13,9,8,17,9,8,5,13,9,3]","train"
"Rumah Bapak Kasiyan, Gang Pasar Ikan, Kradenan, Palang, Kab. Tuban, Jawa Timur 62391, Indonesia","qqz8ruqk0qp0","5a1d19070d696151","[2,68,414,13469,4,17,79,1031,4,4504,4,4293,4,9,434,4,10,13,6171,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,14,8,11,6,4,34,10,4,16,10,3]","[2,4,5,8,6,8,10,7,9,7,6,17,10,17,8,4,8,3]","train"
"Kb. Lega, Jalan Mekar Sejahtera, RT.3/RW.5, Mekar Wangi, Bojongloa Kidul, Kota Bandung, Jawa Barat 40234, Indonesia","qqu82weteumk","5a0d9763df5467cd","[2,1587,3992,4,6,234,599,4,31,11,49,4,234,716,4,832,141,4,8,37,4,10,12,5248,4,5,3,1,1,1,1,1,1,1,1,1,1]","[2,4,4,6,8,15,5,35,20,35,6,25,34,3]","[2,4,5,7,6,10,9,17,13,6,12,4,19,17,9,18,6,3]","val"
"Kantor Pengadilan Negeri Ciamis, Jalan Jenderal Soedirman No. 116, Ciamis, Ciamis, Kab. Ciamis, Jawa Barat 46211, Indonesia","qqtn367fxm44","5a0e0302abd348ab","[2,201,7616,783,449,4,6,1420,10238,7,2418,4,449,4,449,4,9,449,4,10,12,4416,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,20,22,29,18,31,26,9,25,21,21,3]","[2,4,5,7,15,7,13,7,11,5,14,6,13,19,16,5,14,3]","val"
"Jalan Krakatau Gang Salley Bubut, Karang Baru, Selaparang (Selaprang), Kota Mataram, Nusa Tenggara Barat (Ntb) 83125, Indonesia","qw6x6666n18b","59ed91c2a3decfff","[2,6,2676,17,0,7253,4,103,45,4,2719,53,3163,54,4,8,305,4,114,125,12,53,152,54,12184,4,5,3,1,1,1,1,1,1,1,1,1]","[2,4,5,18,9,18,18,18,18,22,27,8,19,3]","[2,4,10,15,6,10,8,18,11,5,13,6,15,18,12,12,12,3]","train"
"Sewa Tenda Danu, Jalan Lap Tembak No. 11, Cibubur, Ciracas, Kota Jakarta Timur, Dki Jakarta 13720, Indonesia","qqu5b78gpb0y","5a0d243c16dca8e5","[2,7854,5288,15117,4,6,5502,6531,7,128,4,700,4,465,4,8,15,13,4,20,15,2008,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,6,24,19,31,8,7,16,19,10,17,3]","[2,4,5,7,6,11,19,13,18,8,17,6,18,5,16,15,4,3]","train"
"Jalan Arif Rahman Hakim Gang Buntu No. 18, Tegal Sari Iii, Medan Area, Kota Medan, Sumatera Utara 20216, Indonesia","w0whq5d2uqxm","5078e31387b54dab","[2,6,2225,1282,1754,17,559,7,172,4,124,76,428,4,46,1048,4,8,46,4,21,18,5590,4,5,3,1,1,1,1,1,1,1,1,1,1,1]","[2,5,10,5,12,4,24,33,15,6,4,9,25,3]","[2,4,7,9,16,15,13,8,13,16,9,14,4,19,6,5,14,3]","val"
